Mark;Site;Longit_d;Latit_d;Altit_d;X_m;Y_m;Z_m;Country;Section
JUA4;JUAN;75.64523;42.10498;1931.489;1175320.153;4592615.452;4255557.096;Kyrgyzstan;
JUA5;JUAN;75.64524;42.10498;1931.664;1175318.956;4592615.665;4255557.453;Kyrgyzstan;
K050;K050;66.31608;51.75098;195.492;1589441.505;3623611.308;4985851.190;Kazakhstan;
K051;K050;66.31612;51.75100;195.706;1589438.170;3623610.960;4985852.711;Kazakhstan;
K052;K050;66.31612;51.75103;195.198;1589437.363;3623608.360;4985854.276;Kazakhstan;
K072;K070;65.79506;48.05178;341.171;1751390.114;3896120.708;4720980.901;Kazakhstan;
K070;K070;65.79501;48.05179;341.073;1751393.277;3896118.376;4720981.490;Kazakhstan;
K071;K070;65.79505;48.05181;341.293;1751389.549;3896118.266;4720983.234;Kazakhstan;
K080;K080;70.01941;49.01301;475.128;1432296.343;3939351.842;4791866.680;Kazakhstan;
K081;K080;70.01944;49.01301;475.229;1432293.894;3939352.840;4791866.705;Kazakhstan;
K082;K080;70.01944;49.01301;475.229;1432295.230;3939353.235;4791865.767;Kazakhstan;
K090;K090;66.46171;47.82750;583.835;1713399.889;3933359.332;4704453.294;Kazakhstan;
K092;K090;66.46163;47.82752;583.964;1713404.612;3933355.485;4704454.986;Kazakhstan;
K091;K090;66.46178;47.82760;583.066;1713391.347;3933353.185;4704460.435;Kazakhstan;
K100;K100;67.17572;44.40120;184.482;1770608.928;4207120.870;4440179.767;Kazakhstan;
K102;K100;67.17569;44.40122;184.188;1770610.963;4207118.194;4440181.103;Kazakhstan;
K101;K100;67.17568;44.40124;184.273;1770610.887;4207116.380;4440182.962;Kazakhstan;
K112;K110;69.03429;43.37622;447.007;1661549.357;4336237.374;4358282.718;Kazakhstan;
K110;K110;69.03425;43.37623;447.680;1661552.221;4336235.639;4358284.293;Kazakhstan;
K111;K110;69.03425;43.37628;448.067;1661550.430;4336232.746;4358288.404;Kazakhstan;
K120;K120;69.64971;43.50434;758.939;1611552.454;4344868.298;4368834.185;Kazakhstan;
K122;K120;69.64963;43.50435;759.012;1611558.757;4344865.165;4368835.118;Kazakhstan;
K121;K120;69.64969;43.50437;758.964;1611553.885;4344865.842;4368836.120;Kazakhstan;
K142;K140;74.01003;51.69419;288.536;1091379.866;3808609.530;4982010.246;Kazakhstan;
K140;K140;74.00998;51.69420;288.572;1091383.424;3808608.319;4982010.463;Kazakhstan;
K141;K140;74.01001;51.69422;288.624;1091380.737;3808607.426;4982011.756;Kazakhstan;
K150;K150;71.84836;51.33811;389.444;1243943.045;3794262.790;4957434.289;Kazakhstan;
K152;K150;71.84837;51.33812;389.822;1243942.108;3794262.248;4957435.395;Kazakhstan;
K151;K150;71.84838;51.33813;389.947;1243940.820;3794261.678;4957436.295;Kazakhstan;
K162;K160;73.65990;49.40718;746.560;1169984.858;3990665.849;4820713.069;Kazakhstan;
K161;K160;73.65988;49.40719;746.784;1169986.732;3990665.119;4820713.498;Kazakhstan;
K160;K160;73.65993;49.40719;746.371;1169983.169;3990665.724;4820713.368;Kazakhstan;
K170;K170;74.57066;46.90746;409.538;1161430.326;4208155.760;4635038.397;Kazakhstan;
K171;K170;74.57066;46.90746;409.538;1161436.380;4208150.279;4635041.870;Kazakhstan;
K172;K170;74.57074;46.90755;409.130;1161428.640;4208145.045;4635047.977;Kazakhstan;
K181;K180;73.55273;45.75470;298.534;1262235.127;4275678.320;4546479.434;Kazakhstan;
K180;K180;73.55275;45.75470;298.030;1262233.367;4275678.207;4546479.366;Kazakhstan;
K182;K180;73.55272;45.75471;298.453;1262235.484;4275677.079;4546480.381;Kazakhstan;
K190;K190;75.78266;50.80777;404.837;991952.919;3915176.440;4920372.509;Kazakhstan;
K192;K190;75.78270;50.80778;405.105;991950.218;3915176.533;4920373.318;Kazakhstan;
K191;K190;75.78268;50.80780;405.204;991950.994;3915174.815;4920374.640;Kazakhstan;
K1GS;K1G4;73.39619;41.76476;1037.398;1361668.756;4566524.283;4226841.697;Kyrgyzstan;
K1G5;K1G4;73.39622;41.76478;1035.733;1361665.701;4566522.426;4226842.168;Kyrgyzstan;
K1G4;K1G4;73.39625;41.76479;1034.493;1361663.266;4566521.439;4226842.144;Kyrgyzstan;
K200;K200;78.90008;50.16824;233.660;788114.304;4017080.394;4874976.180;Kazakhstan;
K202;K200;78.90006;50.16826;233.743;788115.625;4017078.724;4874977.396;Kazakhstan;
K201;K200;78.90009;50.16829;233.770;788113.130;4017076.614;4874979.533;Kazakhstan;
K210;K210;78.40573;49.19350;604.213;839405.847;4091343.513;4805106.891;Kazakhstan;
K211;K210;78.40574;49.19352;604.293;839404.895;4091342.656;4805107.815;Kazakhstan;
K212;K210;78.40575;49.19355;604.191;839403.757;4091339.982;4805110.165;Kazakhstan;
K222;K220;76.06398;49.38477;808.600;1002025.245;4038106.844;4819137.570;Kazakhstan;
K221;K220;76.06401;49.38478;808.669;1002022.922;4038106.377;4819138.526;Kazakhstan;
K220;K220;76.06396;49.38480;808.435;1002025.966;4038104.191;4819139.446;Kazakhstan;
K231;K230;75.84430;47.85178;626.502;1048754.448;4158153.951;4706297.244;Kazakhstan;
K232;K230;75.84429;47.85179;626.487;1048754.972;4158152.547;4706298.334;Kazakhstan;
K230;K230;75.84428;47.85180;626.510;1048755.672;4158151.780;4706298.929;Kazakhstan;
K240;K240;80.04702;49.06542;586.663;723737.807;4124306.366;4795771.707;Kazakhstan;
K241;K240;80.04698;49.06543;586.721;723740.404;4124305.004;4795772.523;Kazakhstan;
K242;K240;80.04695;49.06544;586.486;723742.510;4124303.673;4795773.035;Kazakhstan;
KAI4;KAIN;76.10109;41.17251;2366.248;1155355.854;4668955.948;4178421.061;Kyrgyzstan;
KAIN;KAIN;76.10109;41.17256;2365.426;1155354.984;4668951.239;4178424.370;Kyrgyzstan;
KAI5;KAIN;76.10155;41.17273;2367.602;1155314.979;4668950.749;4178440.128;Kyrgyzstan;
KAI6;KAIN;76.10103;41.17282;2356.276;1155353.176;4668925.630;4178440.290;Kyrgyzstan;
KAIT;KAIT;85.43934;50.14624;1037.913;325695.744;4083085.737;4874025.803;Russia;
KAK1;KAKK;72.90426;42.80618;1069.318;1377950.882;4480282.436;4312456.433;Kazakhstan;
KAKK;KAKK;72.90424;42.80629;1067.359;1377948.926;4480272.482;4312464.308;Kazakhstan;
KAL4;KAL4;76.39721;42.30624;1676.526;1111367.309;4592860.461;4271949.899;Kyrgyzstan;
KAMB;KAMB;73.32229;41.75573;1924.542;1367940.776;4566037.498;4226684.433;Kyrgyzstan;
KAM4;KAMB;73.32231;41.75573;1924.552;1367939.521;4566038.246;4226684.043;Kyrgyzstan;
KAM5;KAMB;73.32241;41.75592;1922.100;1367926.597;4566025.090;4226698.632;Kyrgyzstan;
KRB4;KARA;76.07226;41.78072;2848.845;1147019.543;4625283.643;4229370.952;Kyrgyzstan;
KAR5;KARG;76.77625;41.73265;2711.846;1090893.522;4642390.811;4225295.491;Kyrgyzstan;
KARG;KARG;76.77623;41.73273;2711.552;1090894.194;4642384.482;4225301.817;Kyrgyzstan;
KAR4;KARG;76.77628;41.73273;2712.603;1090890.287;4642386.514;4225302.049;Kyrgyzstan;
KAR6;KARG;76.77617;41.73274;2711.216;1090898.931;4642382.284;4225302.468;Kyrgyzstan;
KASC;KASC;75.92260;39.51663;1275.492;1198653.311;4780017.828;4037538.882;China;
KAS4;KASH;75.44336;42.30020;2241.863;1187889.494;4574564.725;4271834.253;Kyrgyzstan;
KASH;KASH;75.44336;42.30020;2241.836;1187888.970;4574564.695;4271834.391;Kyrgyzstan;
KAS7;KASH;75.44336;42.30024;2241.687;1187888.039;4574561.807;4271837.496;Kyrgyzstan;
SE10;KAST;75.96483;43.04394;1382.016;1132467.321;4530230.584;4332013.775;Kazakhstan;
KAST;KAST;75.96739;43.04487;1360.895;1132244.452;4530197.848;4332074.683;Kazakhstan;
KASU;KASU;76.83999;41.13176;3428.380;1095910.135;4687146.860;4175710.940;Kyrgyzstan;
KATB;KATB;81.60933;49.52813;458.171;605317.516;4103825.045;4829236.347;Kazakhstan;
KAB5;KATB;81.60937;49.52816;458.260;605314.152;4103823.026;4829238.531;Kazakhstan;
KAB4;KATB;81.60934;49.52817;458.287;605316.083;4103821.314;4829239.768;Kazakhstan;
KAT4;KATG;80.00840;42.73996;1941.198;814259.207;4621854.573;4307646.884;Kazakhstan;
KAV0;KAV0;77.31639;43.94866;454.393;1009958.025;4487518.442;4404301.365;Kazakhstan;
KAZA;KAZA;73.94351;41.38494;1409.195;1325808.368;4606496.622;4195524.487;Kyrgyzstan;
KAZN;KAZN;65.99313;39.69621;549.991;1999547.120;4489600.729;4052440.821;Uzbekistan;
KAN4;KAZN;65.99304;39.69622;550.308;1999553.847;4489596.904;4052442.159;Uzbekistan;
KAN5;KAZN;65.99307;39.69624;550.427;1999551.360;4489596.674;4052443.817;Uzbekistan;
KAZY;KAZY;69.82378;42.03634;1253.396;1636670.762;4454043.060;4249441.870;Kazakhstan;
KBK5;KBK4;75.34461;41.30404;2067.823;1214403.590;4643759.190;4189212.549;Kyrgyzstan;
KBK4;KBK4;75.34462;41.30407;2067.840;1214402.701;4643757.430;4189214.768;Kyrgyzstan;
KBUL;KBUL;75.34287;41.23721;2385.681;1215844.206;4648691.446;4183841.908;Kyrgyzstan;
KBL4;KBUL;75.34292;41.23721;2387.156;1215841.081;4648693.480;4183842.800;Kyrgyzstan;
KBL5;KBUL;75.34290;41.23723;2386.105;1215842.110;4648691.250;4183843.369;Kyrgyzstan;
KBU5;KBUR;71.57867;42.20186;3292.662;1496083.414;4491807.360;4264451.623;Kyrgyzstan;
KBU4;KBUR;71.57866;42.20193;3295.053;1496083.220;4491803.800;4264458.985;Kyrgyzstan;
KBUR;KBUR;71.57867;42.20197;3295.905;1496081.886;4491802.058;4264462.616;Kyrgyzstan;
KDJY;KDJY;75.51241;41.53003;2376.822;1196701.464;4631438.950;4208245.283;Kyrgyzstan;
KDJ5;KDJY;75.51242;41.53007;2377.880;1196700.290;4631436.676;4208249.688;Kyrgyzstan;
KDJ4;KDJY;75.51239;41.53008;2378.569;1196702.288;4631436.471;4208250.387;Kyrgyzstan;
KEGT;KEGT;75.09371;42.52354;2170.784;1211469.142;4551008.365;4290110.036;Kyrgyzstan;
KEG4;KEGT;75.09372;42.52355;2171.087;1211468.331;4551008.054;4290111.034;Kyrgyzstan;
KEG5;KEGT;75.09375;42.52356;2170.347;1211459.702;4551004.125;4290110.762;Kyrgyzstan;
KEK5;KEKE;76.05714;42.75841;1722.184;1130431.940;4553252.315;4309004.338;Kyrgyzstan;
KEK6;KEKE;76.05714;42.75841;1722.184;1130430.846;4553256.926;4308998.008;Kyrgyzstan;
KEKE;KEKE;76.05709;42.75849;1722.095;1130434.987;4553245.735;4309010.048;Kyrgyzstan;
KEK4;KEKE;76.05711;42.75853;1722.231;1130432.244;4553243.363;4309013.975;Kyrgyzstan;
KEKS;KEKS;76.74245;42.06975;2109.927;1087792.557;4616962.019;4252772.039;Kyrgyzstan;
EKS4;KEKS;76.74245;42.06980;2109.909;1087791.787;4616958.831;4252775.591;Kyrgyzstan;
KEL4;KEL4;74.99649;41.28064;1933.092;1243013.671;4637854.087;4187170.553;Kyrgyzstan;
KEL5;KEL4;74.99651;41.28067;1932.931;1243011.669;4637852.206;4187172.975;Kyrgyzstan;
KELI;KELI;77.90571;37.25806;2115.893;1065287.226;4971537.499;3841507.713;China;
ENG4;KENG;76.42221;41.49432;2227.809;1123602.403;4652304.038;4205175.838;Kyrgyzstan;
KENG;KENG;76.42226;41.49437;2226.841;1123596.983;4652300.640;4205179.544;Kyrgyzstan;
KEN6;KENK;72.36720;42.59330;1507.162;1424841.118;4482763.091;4295370.097;Kyrgyzstan;
KEN4;KENK;72.36714;42.59331;1508.478;1424846.280;4482761.414;4295372.374;Kyrgyzstan;
KENK;KENK;72.36716;42.59332;1508.093;1424844.276;4482761.707;4295372.224;Kyrgyzstan;
BORD;KETM;73.23488;41.64788;1699.898;1377156.276;4571416.649;4217589.274;Kyrgyzstan;
BOR4;KETM;73.23485;41.64790;1700.145;1377158.686;4571414.548;4217591.005;Kyrgyzstan;
KET4;KETP;80.35456;43.40038;1837.887;777911.572;4577205.901;4361189.232;Kazakhstan;
KEZI;KEZI;82.44639;41.79006;1141.171;626170.096;4722085.712;4229006.603;China;
KFI4;KFI4;67.69072;37.79541;499.629;1915782.798;4669014.664;3887830.063;Uzbekistan;
KHA4;KHAI;73.67216;44.38008;484.417;1283761.929;4382216.854;4438712.609;Kazakhstan;
KHA1;KHAI;73.67218;44.38014;484.279;1283759.187;4382212.675;4438717.288;Kazakhstan;
KHAI;KHAI;73.67218;44.38014;484.463;1283759.063;4382212.852;4438717.452;Kazakhstan;
KHA5;KHAI;73.67173;44.38018;485.729;1283793.078;4382200.460;4438721.576;Kazakhstan;
KHZ4;KHAZ;72.29651;40.36171;1063.039;1480195.101;4637088.435;4109359.642;Kyrgyzstan;
KHAZ;KHAZ;72.29647;40.36173;1062.286;1480197.873;4637085.820;4109360.423;Kyrgyzstan;
KHZ5;KHAZ;72.29649;40.36174;1063.075;1480196.490;4637086.027;4109361.929;Kyrgyzstan;
KIN4;KIND;74.06606;42.20406;2104.153;1299444.893;4551499.717;4263834.452;Kyrgyzstan;
KIND;KIND;74.06607;42.20407;2104.274;1299442.906;4551499.497;4263835.586;Kyrgyzstan;
KIT3;KITB;66.88545;39.13477;622.473;1944945.133;4556652.245;4004326.004;Uzbekistan;
KIT5;KITB;67.03922;39.15138;816.338;1932312.484;4560922.305;4005879.033;Uzbekistan;
KITB;KITB;67.03928;39.15138;815.838;1932306.922;4560924.052;4005878.978;Uzbekistan;
KIT4;KITB;67.03925;39.15139;816.486;1932309.776;4560922.740;4005880.060;Uzbekistan;
KIZI;KIZI;76.46298;38.65565;1286.556;1167629.244;4849719.528;3963339.969;China;
KJA1;KJAR;73.19029;41.00063;1501.176;1394400.470;4615650.116;4163460.949;Kyrgyzstan;
KJA6;KJAR;73.19027;41.00065;1502.085;1394401.770;4615648.793;4163463.350;Kyrgyzstan;
KJA4;KJAR;73.19036;41.00066;1504.679;1394394.994;4615652.352;4163465.636;Kyrgyzstan;
KJA5;KJAR;73.19036;41.00066;1504.679;1394395.958;4615652.927;4163464.308;Kyrgyzstan;
KJA7;KJAR;73.19036;41.00066;1504.780;1394394.811;4615652.107;4163466.148;Kyrgyzstan;
KJAR;KJAR;73.19029;41.00067;1502.395;1394400.249;4615648.413;4163464.806;Kyrgyzstan;
KJGH;KJGH;73.32338;41.78530;961.865;1367020.154;4563279.492;4228493.058;Kyrgyzstan;
KJG5;KJGH;73.32338;41.78531;962.290;1367019.935;4563278.978;4228494.317;Kyrgyzstan;
KJG4;KJGH;73.32363;41.78535;967.976;1367000.680;4563286.397;4228501.084;Kyrgyzstan;
KKB4;KKAB;72.73449;39.67753;2903.803;1459627.062;4696278.318;4052347.273;Kyrgyzstan;
KKB5;KKAB;72.73440;39.67755;2904.063;1459634.205;4696275.307;4052348.592;Kyrgyzstan;
KKAB;KKAB;72.73446;39.67755;2904.004;1459629.541;4696276.024;4052349.343;Kyrgyzstan;
KKA6;KKAU;72.89351;41.69524;1248.300;1403240.457;4559464.688;4221218.958;Kyrgyzstan;
KKAU;KKAU;72.89351;41.69526;1248.647;1403239.909;4559464.224;4221220.392;Kyrgyzstan;
KKA4;KKAU;72.89350;41.69529;1248.994;1403240.292;4559462.268;4221223.082;Kyrgyzstan;
KKA5;KKAU;72.89346;41.69531;1248.777;1403242.847;4559459.369;4221224.588;Kyrgyzstan;
KKC4;KKCH;74.92811;41.73662;3263.545;1240076.216;4604908.484;4225991.364;Kyrgyzstan;
KKCH;KKCH;74.92816;41.73662;3262.581;1240072.567;4604908.800;4225990.694;Kyrgyzstan;
KKC5;KKCH;74.92814;41.73669;3262.368;1240072.391;4604903.398;4225996.222;Kyrgyzstan;
KKC6;KKCH;74.92809;41.73672;3262.323;1240076.173;4604899.943;4225998.775;Kyrgyzstan;
KKD6;KKDJ;76.20473;41.90153;2745.022;1134168.709;4619151.337;4239302.976;Kyrgyzstan;
KKD4;KKDJ;76.20477;41.90162;2744.099;1134163.679;4619145.425;4239309.350;Kyrgyzstan;
KKD5;KKDJ;76.20464;41.90164;2742.165;1134173.524;4619139.897;4239309.796;Kyrgyzstan;
KKDJ;KKDJ;76.20471;41.90164;2742.518;1134168.188;4619142.148;4239310.544;Kyrgyzstan;
KKYG;KKG4;75.31484;41.56086;2446.672;1212101.712;4625137.676;4210855.614;Kyrgyzstan;
KKG4;KKG4;75.31487;41.56087;2447.882;1212099.823;4625138.289;4210857.296;Kyrgyzstan;
KKG5;KKG4;75.31482;41.56090;2445.939;1212102.864;4625134.232;4210857.941;Kyrgyzstan;
KKO6;KKOL;75.14634;42.25738;2724.380;1212499.426;4571785.006;4268637.874;Kyrgyzstan;
KKOL;KKOL;75.14634;42.25741;2723.769;1212498.929;4571782.143;4268640.204;Kyrgyzstan;
KKO4;KKOL;75.14630;42.25744;2722.604;1212501.380;4571778.151;4268641.974;Kyrgyzstan;
KKO5;KKOL;75.14631;42.25746;2722.269;1212499.950;4571777.063;4268643.029;Kyrgyzstan;
KKY1;KKOY;75.54997;41.01818;2350.327;1203004.351;4668521.782;4165505.307;Kyrgyzstan;
KKY2;KKOY;75.54997;41.01818;2350.327;1203008.417;4668525.425;4165500.708;Kyrgyzstan;
KKY3;KKOY;75.54997;41.01818;2350.327;1203020.911;4668528.956;4165489.336;Kyrgyzstan;
KKY6;KKOY;75.55003;41.01818;2352.356;1203016.564;4668531.905;4165490.327;Kyrgyzstan;
KKOY;KKOY;75.55005;41.01822;2352.602;1203020.540;4668528.843;4165489.324;Kyrgyzstan;
KKY4;KKOY;75.55007;41.01823;2353.138;1203012.717;4668529.753;4165495.027;Kyrgyzstan;
KKY5;KKOY;75.55010;41.01830;2352.476;1203006.561;4668521.900;4165504.521;Kyrgyzstan;
KKT1;KKTL;70.22205;43.27107;665.155;1574072.513;4377439.458;4349933.897;Kazakhstan;
KKT6;KKTL;70.22201;43.27108;664.975;1574075.564;4377437.712;4349934.386;Kazakhstan;
KKT4;KKTL;70.22203;43.27111;664.978;1574073.614;4377436.290;4349936.506;Kazakhstan;
KKT5;KKTL;70.22198;43.27112;664.542;1574076.678;4377433.898;4349937.163;Kazakhstan;
KKTL;KKTL;70.22210;43.27117;663.910;1574066.348;4377433.552;4349940.326;Kazakhstan;
KLMD;KLMD;70.97473;39.74182;1640.133;1601352.349;4644008.132;4057032.810;Kyrgyzstan;
KLM4;KLMD;70.97475;39.74182;1640.217;1601350.667;4644008.993;4057032.615;Kyrgyzstan;
KLM5;KLMD;70.97475;39.74183;1639.736;1601349.521;4644007.533;4057033.958;Kyrgyzstan;
NGS5;KNGS;75.72982;41.87533;2700.722;1172886.726;4611443.825;4237106.264;Kyrgyzstan;
NGS4;KNGS;75.72986;41.87533;2701.936;1172883.868;4611445.683;4237106.853;Kyrgyzstan;
KNG4;KNGT;71.46423;39.87540;2657.710;1558847.537;4649254.333;4069081.878;Kyrgyzstan;
KNGT;KNGT;71.46423;39.87540;2657.710;1558846.664;4649253.287;4069083.373;Kyrgyzstan;
KNG5;KNGT;71.46420;39.87541;2657.710;1558849.582;4649253.306;4069082.267;Kyrgyzstan;
KNS6;KNSU;78.82515;43.02352;1731.807;905342.403;4582868.297;4330593.614;Kazakhstan;
KNS4;KNSU;78.82515;43.02353;1731.803;905341.969;4582867.382;4330594.663;Kazakhstan;
KNS5;KNSU;78.82516;43.02353;1731.865;905341.508;4582867.687;4330594.529;Kazakhstan;
KNSU;KNSU;78.82514;43.02360;1731.962;905342.808;4582862.072;4330600.096;Kazakhstan;
KOD4;KODR;76.79639;42.11762;1941.645;1082602.597;4614391.206;4256606.091;Kyrgyzstan;
KODR;KODR;76.79641;42.11764;1941.695;1082600.274;4614390.585;4256607.403;Kyrgyzstan;
KOGR;KOGR;76.40810;41.89202;3052.392;1117985.378;4624056.691;4238721.335;Kyrgyzstan;
KOG5;KOGR;76.40805;41.89203;3052.830;1117989.280;4624055.502;4238722.184;Kyrgyzstan;
KOG4;KOGR;76.40811;41.89204;3052.947;1117983.963;4624056.070;4238723.128;Kyrgyzstan;
OKI4;KOKI;73.93308;41.38292;1429.873;1326692.508;4606412.413;4195369.970;Kyrgyzstan;
KOKI;KOKI;73.93310;41.38295;1429.770;1326689.972;4606410.954;4195372.251;Kazakhstan;
KOK6;KOKP;78.64543;43.45186;1159.967;913211.823;4547629.419;4364878.260;Kazakhstan;
KOK4;KOKP;78.64546;43.45186;1159.536;913209.069;4547629.567;4364878.037;Kazakhstan;
KOKP;KOKP;78.64549;43.45186;1158.330;913206.698;4547629.495;4364878.221;Kazakhstan;
KOK5;KOKP;78.64546;43.45188;1159.402;913208.786;4547628.394;4364879.129;Kazakhstan;
KOKY;KOKY;77.17547;37.39571;2002.735;1126484.749;4948434.004;3853591.108;China;
KOLD;KOLD;79.88465;46.95885;377.508;765975.765;4293498.706;4638919.655;Kazakhstan;
KOL4;KOLD;79.88467;46.95886;377.520;765973.853;4293498.033;4638920.529;Kazakhstan;
KOL5;KOLD;79.88464;46.95888;377.500;765975.725;4293496.142;4638921.942;Kazakhstan;
KOM4;KOMS;76.56143;42.06962;2098.244;1102374.185;4613503.723;4252752.838;Kyrgyzstan;
KOMS;KOMS;76.56138;42.06963;2098.478;1102377.712;4613502.041;4252754.097;Kyrgyzstan;
KOM5;KOMS;76.56144;42.06965;2097.765;1102372.650;4613501.403;4252755.023;Kyrgyzstan;
KON4;KONG;76.61479;42.06919;2036.500;1098073.863;4614514.905;4252676.033;Kyrgyzstan;
KON5;KONG;76.61482;42.06920;2036.003;1098070.892;4614514.225;4252676.790;Kyrgyzstan;
