Mark;Site;Longit_d;Latit_d;Altit_m;X_m;Y_m;Z_m;Country
TUA4;TUAK;78.9483;42.41517;2788.62291;904430.2079;4630577.939;4281643.157;Kyrgyzstan
TUA5;TUAK;78.94832;42.41524;2789.28096;904428.2028;4630573.265;4281649.584;Kyrgyzstan
TUA6;TUAK;78.94836;42.41528;2790.19985;904424.7004;4630571.564;4281653.513;Kyrgyzstan
TUAK;TUAK;78.9484;42.41516;2791.29834;904424.0736;4630581.828;4281643.946;Kyrgyzstan
TUAS;TUAS;73.82422;42.31998;2920.52414;1316399.524;4538234.645;4273916.806;Kyrgyzstan
TUM4;TUME;79.29705;43.02931;1921.97516;867510.837;4589874.087;4331194.286;Kazakhstan
TUNJ;TUNJ;86.46844;52.01268;248.80485;242321.1849;3926534.723;5003865.458;Russia
TUNZ;TUNZ;86.47068;52.0129;267.60282;242174.4166;3926532.968;5003897.735;Russia
TUR4;TURG;77.64202;43.31474;1242.27304;994961.9189;4541221.637;4353861.184;Kazakhstan
TUR5;TURG;77.64205;43.31476;1242.64032;994958.7782;4541221.053;4353863.041;Kazakhstan
TUR6;TURG;77.64195;43.31474;1242.50381;994967.2502;4541220.909;4353861.065;Kazakhstan
TURC;TURC;75.38817;40.5169;3513.39632;1225596.722;4701155.906;4124069.07;China
TURG;TURG;75.38817;40.5169;3513.4215;1225596.678;4701155.193;4124070.741;Kazakhstan
TURG;TURG;77.642;43.31471;3513.4215;1225596.678;4701155.193;4124070.741;Kazakhstan
TURS;TURS;76.33778;42.11031;2365.10411;1119705.372;4606412.868;4256287.234;Kyrgyzstan
TUS4;TUAS;73.82426;42.32009;2923.46692;1316394.645;4538229.915;4273927.845;Kyrgyzstan
TUS5;TUAS;73.82425;42.32009;2923.43711;1316395.649;4538229.345;4273927.817;Kyrgyzstan
TUS6;TUAS;73.82425;42.3201;2923.5707;1316395.35;4538229.196;4273928.268;Kyrgyzstan
TUT4;TUTK;71.20286;40.2115;848.96098;1571855.088;4618048.578;4096495.88;Kyrgyzstan
TUT5;TUTK;71.20282;40.21149;848.80573;1571858.191;4618047.961;4096495.129;Kyrgyzstan
TUTK;TUTK;71.20287;40.21154;848.83039;1571853.087;4618046.65;4096498.615;Kyrgyzstan
TYUP;TYUP;78.50887;42.63159;1742.10985;936526.7989;4606820.536;4298659.84;Kyrgyzstan
TYUZ;TYUZ;75.74084;41.97913;2241.23927;1170018.052;4603869.213;4245379.648;Kyrgyzstan
TZB4;TZBL;73.33425;40.56933;1910.77278;1391863.573;4649416.725;4127453.302;Kyrgyzstan
TZB5;TZBL;73.33425;40.56933;1910.77278;1391870.573;4649415.633;4127451.525;Kyrgyzstan
TZBL;TZBL;73.33425;40.56933;1910.77278;1391859.847;4649419.24;4127451.025;Kyrgyzstan
UCH4;UCHT;79.26768;41.99008;3180.37377;884568.5217;4667011.063;4246912.22;Kyrgyzstan
UCU4;UCU4;75.29305;41.35855;1849.16295;1217525.002;4638637.316;4193615.516;Kyrgyzstan
UCU5;UCU4;75.29308;41.35853;1848.95963;1217522.934;4638639.345;4193613.605;Kyrgyzstan
UGAM;UGAM;70.25372;42.28045;1605.70581;1597140.478;4449312.407;4269782.574;Kyrgyzstan
UGM4;UGMS;69.92293;41.71769;890.12628;1636979.273;4478808.396;4222842.237;Uzbekistan
UGT4;UGT4;74.75061;41.41815;1618.61864;1260188.705;4622512.563;4198430.453;Kyrgyzstan
UGT5;UGT4;74.75058;41.41816;1618.60646;1260191.085;4622511.122;4198431.299;Kyrgyzstan
UKO4;UKOK;75.95932;41.93434;2595.6014;1153325.278;4611780.805;4241915.496;Kyrgyzstan
UKO5;UKOK;75.95934;41.93435;2595.57077;1153322.801;4611780.149;4241916.892;Kyrgyzstan
UKOK;UKOK;75.95932;41.9344;2595.75968;1153323.906;4611776.809;4241920.529;Kyrgyzstan
ULT4;ULT4;78.92631;42.85794;2324.08732;899740.2172;4597186.359;4317527.501;Kazakhstan
ULU1;ULUK;75.07977;42.3464;2634.59927;1216087.265;4563884.348;4275877.038;Kyrgyzstan
ULU2;ULUK;75.07977;42.3464;2634.59927;1216066.706;4563876.703;4275898.959;Kyrgyzstan
ULU4;ULUK;75.07977;42.3464;2634.59927;1216079.302;4563875.511;4275894.208;Kyrgyzstan
ULUG;I089;74.33638;39.84188;2467.22697;1324531.395;4723681.127;4066101.45;China
ULUK;ULUK;75.07977;42.3464;2634.45521;1216078.894;4563874.829;4275894.55;Kyrgyzstan
URD1;KURD;75.08623;43.37942;890.30168;1195141.356;4487322.402;4358845.683;Kazakhstan
URM4;URMA;71.95787;42.35366;1383.49475;1462370.379;4489477.5;4275648.161;Kyrgyzstan
URM5;URMA;71.95785;42.35368;1384.09242;1462372.115;4489476.181;4275649.828;Kyrgyzstan
URM6;URMA;71.95775;42.35351;1382.33292;1462382.87;4489484.323;4275635.063;Kyrgyzstan
URMA;URMA;71.9578;42.35355;1383.73571;1462378.564;4489483.86;4275639.176;Kyrgyzstan
URS1;TURS;76.33777;42.11031;2364.84881;1119705.169;4606412.236;4256287.508;Kyrgyzstan
URS4;TURS;76.33777;42.11033;2364.97422;1119705.639;4606410.887;4256289.043;Kyrgyzstan
URS7;TURS;76.33778;42.11035;2364.94776;1119704.039;4606409.506;4256290.892;Kyrgyzstan
URUM;URUM;87.60067;43.80795;858.82663;193030.8276;4606851.324;4393311.45;China
URUO;URUO;87.70539;43.81361;845.28419;184592.0311;4606751.17;4393756.406;China
USH4;USHK;77.96898;45.73888;322.67519;929517.8091;4361425.809;4545270.282;Kazakhstan
USH5;USHK;77.96898;45.73891;322.29641;929518.0602;4361423.592;4545271.822;Kazakhstan
USHK;USHK;77.96899;45.73893;322.133;929516.8323;4361422.252;4545273.117;Kazakhstan
USTK;USTK;84.76895;50.93945;1004.05048;367232.4285;4011119.953;4930082.712;Russia
UUM4;UUMB;73.47805;41.21915;1550.93149;1366673.761;4607329.982;4181782.494;Kyrgyzstan
UUM5;UUMB;73.47805;41.21912;1550.57647;1366674.497;4607331.486;4181780.045;Kyrgyzstan
UUM6;UUMB;73.47806;41.21915;1551.02039;1366672.941;4607330.161;4181782.654;Kyrgyzstan
UUMB;UUMB;73.47811;41.21913;1551.15176;1366669.599;4607332.612;4181781.333;Kyrgyzstan
UYG4;UYGT;79.53212;44.47831;1944.31297;828441.1996;4483895.801;4447530.919;Kazakhstan
UYG5;UYGT;79.53217;44.4783;1944.10114;828437.9431;4483897.117;4447529.896;Kazakhstan
UYGT;UYGT;79.53207;44.47832;1944.0403;828445.1836;4483894.116;4447531.481;Kazakhstan
UZB4;UZBE;74.92869;41.93629;2342.35459;1236004.084;4589967.864;4241907.858;Kyrgyzstan
UZBE;UZBE;74.92869;41.93629;2342.35459;1236003.394;4589971.527;4241905.021;Kyrgyzstan
UZG4;UZGR;74.77968;41.06867;2531.68963;1264743.063;4648511.826;4169839.227;Kyrgyzstan
UZL4;UZBL;79.02194;43.14404;1567.26986;887831.4694;4576851.94;4340262.9;Kazakhstan
UZU1;UZUN;72.49771;41.97966;1228.10765;1428360.155;4529548.32;4244746.321;Kyrgyzstan
UZU4;UZUN;72.49777;41.97969;1229.14683;1428355.148;4529548.306;4244749.628;Kyrgyzstan
UZU5;UZUN;72.49771;41.97962;1227.47653;1428361.211;4529551.151;4244741.834;Kyrgyzstan
UZU6;UZUN;72.49768;41.9796;1227.11611;1428363.973;4529551.296;4244740.223;Kyrgyzstan
UZUN;UZUN;72.49771;41.97966;1228.13387;1428360.217;4529548.402;4244746.207;Kyrgyzstan
VAV4;VAVL;81.41432;50.66673;415.10515;604772.8079;4005641.097;4910450.142;Kazakhstan
VAV5;VAVL;81.41434;50.66671;414.66652;604771.5542;4005643.069;4910448.179;Kazakhstan
VAVL;VAVL;81.41427;50.66676;414.89086;604775.3663;4005638.254;4910451.874;Kazakhstan
VBA4;VBAN;80.13181;42.46116;2671.44426;807988.6524;4644787.63;4285336.148;Kazakhstan
VJK4;VJKU;77.8634;42.03135;2756.79016;997964.5399;4640623.094;4250036.276;Kyrgyzstan
VKA1;VKAR;79.39243;42.54614;2693.67711;866687.0844;4627718.651;4292313.859;Kyrgyzstan
VKA4;VKAR;79.39242;42.54615;2693.86673;866687.7693;4627717.966;4292314.738;Kyrgyzstan
VKE4;VKEN;78.83344;42.89748;2198.60055;906594.1129;4592698.846;4320661.613;Kazakhstan
VKR4;VKRT;76.33629;42.18449;2057.1047;1118464.508;4600786.968;4262192.046;Kyrgyzstan
VKRT;VKRT;76.33634;42.1845;2056.23123;1118460.379;4600786.999;4262191.819;Kyrgyzstan
VKU4;VKUR;78.25113;42.96217;2342.68977;952245.0884;4578560.983;4326020.17;Kazakhstan
VOS4;VOSH;77.00762;42.04206;2146.04721;1066883.005;4623981.401;4250511.527;Kyrgyzstan
VOS5;VOSH;77.00764;42.04201;2144.22608;1066881.408;4623983.96;4250506.425;Kyrgyzstan
VOSH;VOSH;77.00762;42.042;2144.57661;1066883.191;4623984.926;4250505.466;Kyrgyzstan
VSE4;VSEK;74.99924;42.22123;2606.6675;1224909.75;4571180.797;4265585.068;Kyrgyzstan
VSH4;VSHA;75.37734;42.52484;1850.15454;1188835.573;4556623.518;4289998.845;Kyrgyzstan
VSH5;VSHA;75.37767;42.52494;1850.21028;1188808.048;4556622.849;4290007.207;Kyrgyzstan
VSHA;VSHA;75.3775;42.5248;1851.17709;1188824.225;4556629.944;4289996.679;Kyrgyzstan
VSO4;VSO4;74.27552;42.53342;1942.83184;1276080.216;4532365.416;4290764.629;Kyrgyzstan
VSO5;VSO4;74.27559;42.53338;1942.73228;1276075.558;4532369.87;4290761.184;Kyrgyzstan
VTG4;VTGB;76.74399;42.04009;2589.66231;1088256.657;4619486.684;4250646.244;Kyrgyzstan
VTU4;VTUR;76.98082;42.0211;2428.55644;1069444.233;4625205.67;4248970.672;Kyrgyzstan
VTUR;VTUR;76.98079;42.02108;2428.63913;1069446.405;4625206.252;4248969.596;Kyrgyzstan
WLBO;WLBO;87.62644;43.66549;1153.91947;191420.456;4618086.212;4382076.955;China
WLMK;WLMK;85.19973;43.08754;2630.74404;390565.9595;4650865.926;4336406.51;China
WUPA;WUPA;75.50982;39.31145;1428.10764;1236735.179;4785393.922;4020006.57;China
WUQI;I078;75.25018;39.71807;2136.04506;1251204.588;4752466.816;4055321.436;China
WUQO;WUQO;75.1245;39.69722;2113.52981;1262001.741;4751124.359;4053525.014;China
WUSH;WUSH;79.20976;41.2023;1395.2691;899913.6877;4721881.967;4180271.907;China
XINB;INC1;87.64951;43.83031;788.33436;189030.6753;4605244.528;4395055.223;China
XISH;XISH;87.45319;43.81177;801.7242;204872.9962;4606004.736;4393577.95;China
XYUA;XYUA;83.25679;43.39762;1023.66028;545116.1809;4610343.354;4360407.61;China
YAN4;YAN4;68.74364;40.31143;249.9641;1765796.34;4539243.084;4104572.634;Uzbekistan
YENG;YENG;76.17408;38.93539;1248.97116;1187410.44;4824844.471;3987525.264;China
YUZ4;TYUZ;75.74083;41.97913;2241.39693;1170018.543;4603868.993;4245379.961;Kyrgyzstan
YZG4;YZGA;73.20646;41.33453;1457.22633;1386034.187;4592637.522;4191353.466;Kyrgyzstan
YZG5;YZGA;73.20646;41.33455;1456.75931;1386033.501;4592636.053;4191354.572;Kyrgyzstan
ZAR4;ZARL;82.32147;49.93402;390.02277;549656.0153;4076847.721;4858367.053;Kazakhstan
ZAR5;ZARL;82.32146;49.934;390.04973;549656.7511;4076849.328;4858365.676;Kazakhstan
ZARL;ZARL;82.32149;49.93406;389.68277;549654.0047;4076844.823;4858369.26;Kazakhstan
ZAS4;ZASN;84.85553;47.43445;815.66374;387613.092;4305377.739;4675171.49;Kazakhstan
ZAS5;ZASN;84.85545;47.43444;815.19732;387619.3384;4305376.879;4675171.077;Kazakhstan
ZASN;ZASN;84.85555;47.43443;814.99544;387612.1571;4305378.906;4675169.536;Kazakhstan
ZBA4;ZBAY;75.00858;41.09205;2861.78101;1245785.755;4652119.381;4172013.402;Kyrgyzstan
ZBA5;ZBAY;75.00856;41.09206;2861.62889;1245786.919;4652117.973;4172014.389;Kyrgyzstan
ZBA6;ZBAY;75.00856;41.09205;2861.59866;1245786.924;4652118.416;4172013.855;Kyrgyzstan
ZBAY;ZBAY;75.00855;41.09204;2861.3725;1245787.648;4652118.728;4172012.994;Kyrgyzstan
ZEPU;I084;77.27711;38.17394;1223.6642;1105910.824;4898187.759;3921395.737;China
ZER4;ZERV;67.01844;39.68257;736.70476;1919322.928;4525682.176;4051397.556;Uzbekistan
ZES4;ZESN;80.88919;49.61864;371.23477;655626.2716;4088269.803;4835698.86;Kazakhstan
ZES5;ZESN;80.88922;49.61862;371.16809;655624.0542;4088271.732;4835697.465;Kazakhstan
ZESN;ZESN;80.88926;49.61861;371.06166;655621.3478;4088273.064;4835696.679;Kazakhstan
ZIN4;ZINK;67.02545;39.41435;906.97808;1926220.111;4543502.05;4028536.576;Uzbekistan
ZIN5;ZINK;67.02547;39.41438;907.15895;1926217.952;4543500.608;4028539.506;Uzbekistan
ZINK;ZINK;67.02542;39.41435;906.91696;1926222.463;4543500.898;4028536.664;Uzbekistan
ZKK4;ZKKR;74.37858;42.30169;2403.49541;1272694.428;4551708.637;4272065.257;Kyrgyzstan
ZKK5;ZKKR;74.37853;42.30154;2402.31428;1272701.419;4551717.526;4272052.022;Kyrgyzstan
ZKK6;ZKKR;74.37864;42.30172;2403.21431;1272689.012;4551707.63;4272067.513;Kyrgyzstan
ZKKR;ZKKR;74.37851;42.30153;2402.10677;1272702.802;4551717.307;4272051.606;Kyrgyzstan
ZTAR;ZTR4;82.56563;47.61054;778.97552;557455.9676;4272107.283;4688367.519;Kazakhstan
ZTR4;ZTR4;82.56562;47.61056;779.54769;557456.5402;4272106.063;4688369.348;Kazakhstan
ZTR5;ZTR4;82.56559;47.61057;779.63456;557459.2823;4272105.032;4688370.048;Kazakhstan
ZWE2;ZWEN;36.75839;55.69928;208.20001;#Н/Д;#Н/Д;#Н/Д;Russia
ZWE2;ZWEN;36.75839;55.69928;208.20001;#Н/Д;#Н/Д;#Н/Д;Russia
ZWEN;ZWEN;36.75863;55.69928;208.19201;2886325.366;2155998.512;5245816.179;Russia
ZWEN;ZWEN;36.75863;55.69928;208.19201;2886325.366;2155998.512;5245816.179;Russia
THAI;THAI;79.58079;35.45902;4890.427;941324.8337;5119207.147;3682302.681;China
I057;I057;82.96947;41.71473;1006.781;583704.1549;4733036.496;4222674.197;China
I073;I073;79.03528;40.50339;1115.542;923906.7789;4768764.423;4121369.25;China
I09A;IV09;74.88159;42.71179;1330.758;1224446.686;4532218.56;4304936.488;Kyrgyzstan
MNG4;MNG4;79.32290;42.75691;2286.047;869306.4053;4610774.104;4309264.565;Kazakhstan
NOVM;NOVM;82.90949;55.03050;150.063;;;;Russia
LCK3;LCK3;80.95564;26.91218;64.167;;;;India
OTM6;OTMK;73.20089;42.23492;2838.714;1367512.676;4529675.161;4266867.427;Kyrgyzstan

